,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
3891,0,1.0625,0.775,0.2625,10.3475675,4.5075705,2.33883375,2.9766975,6
2380,2,1.525,1.2375,0.4375,35.81959325,15.025235,8.9300925,9.79475225,10
2639,2,1.775,1.4375,0.4375,44.0834725,18.32795175,10.50348975,14.74174,15
193,1,1.65,1.2625,0.5,46.22385975,13.79203175,8.4198015,17.293195,18
2283,0,0.6875,0.5,0.1625,2.608154,1.09145575,0.66621325,0.7654365,5
181,1,1.3375,1.05,0.3125,20.921931,10.0640725,5.37223025,5.08873525,8
3498,2,0.9875,0.7875,0.2625,9.96484925,3.35941575,2.5798045,3.38776525,16
389,1,1.375,1.05,0.4,38.00250475,17.93105875,8.8166945,9.752228,10
968,0,0.6375,0.475,0.1875,2.45223175,0.97805775,0.58116475,0.7087375,5
3314,1,1.525,1.1875,0.375,32.375129,17.57669,6.7188315,6.9456275,9
1545,0,1.575,1.225,0.425,34.5013415,15.63474925,6.010094,8.788345,11
669,2,1.5625,1.1875,0.4375,32.41765325,13.48018725,7.01650125,9.8939755,10
3267,2,1.4875,1.1375,0.35,25.911443,11.04213025,6.30776375,7.6827145,9
3747,2,1.4125,1.125,0.4375,28.61882025,12.6722265,6.73300625,7.49844275,9
1365,1,1.15,0.8875,0.35,13.9196045,5.8683465,3.2601925,4.932813,10
1394,1,0.8875,0.725,0.225,9.28446125,3.798833,2.438057,2.551455,9
331,0,0.9,0.75,0.2125,7.654365,3.35941575,1.814368,2.11203775,7
614,0,1.125,0.8375,0.2625,10.262519,4.46504625,2.25378525,3.10427025,7
1286,1,1.25,1.05,0.3375,19.17843675,8.561549,4.01145425,5.85417175,9
266,0,0.925,0.675,0.225,5.25883225,1.984465,1.20485375,1.8427175,7
1932,0,1.3875,1.0625,0.3625,22.41027975,9.87980075,5.00368675,6.3786375,9
2199,0,1.0,0.6625,0.25,7.86698625,3.52951275,1.71514475,2.26796,9
2593,0,1.8125,1.375,0.55,58.10230025,21.92833825,12.48795475,18.5689225,10
1807,0,0.5,0.3625,0.15,1.0489315,0.35436875,0.26932025,0.3118445,4
225,1,1.6,1.2625,0.4125,40.92250325,17.42076775,8.60407325,11.056305,18
105,0,1.225,0.9625,0.3,16.7545545,7.6827145,3.18931875,5.03203625,9
2413,2,1.3,1.0125,0.3,17.7751365,7.49844275,4.01145425,5.1312595,11
1508,1,1.325,1.025,0.3125,21.8007655,9.808927,4.9044635,6.0951425,9
3825,1,1.4,1.125,0.3875,25.86891875,10.19164525,7.6827145,9.922325,10
630,0,1.0125,0.7125,0.225,7.49844275,3.58621175,1.43164975,2.1262125,6
2731,2,1.025,0.7625,0.25,10.2908685,4.91863825,1.8427175,3.118445,11
2068,2,1.4875,1.1,0.3375,27.328918,14.18892475,4.86193925,7.29999625,10
870,0,0.9375,0.7,0.2,6.64795775,3.18931875,1.28990225,1.8994165,6
2290,0,1.1875,0.9,0.3125,13.90542975,5.8116475,3.69960975,3.5436875,8
2098,2,1.7,1.25,0.4625,49.3564795,21.72989175,9.22776225,13.28174075,12
1186,2,1.6875,1.375,0.4375,47.8823055,19.674553,10.5176645,13.437663,13
2963,1,1.35,1.0375,0.3625,20.97863,7.47009325,4.762716,6.9456275,12
2489,0,0.525,0.375,0.125,1.190679,0.49611625,0.35436875,0.4252425,4
1891,1,1.275,1.0125,0.3125,19.63202875,9.2702865,4.3941725,5.11708475,7
1755,2,1.2125,0.9125,0.3,16.68368075,7.654365,3.7137845,4.9611625,9
1926,1,1.5,1.1875,0.375,30.8726055,14.72756525,6.3219385,8.278054,11
707,1,1.575,1.225,0.4,30.900955,11.5382465,6.350288,10.035723,12
3283,0,1.2375,0.95,0.325,14.52911875,6.19436575,3.288542,4.53592,7
3287,2,1.5125,1.2125,0.4125,30.43318825,12.3887315,5.8116475,9.355335,14
2870,2,1.3,0.9375,0.3375,15.23785625,6.2652395,3.3168915,4.819415,8
2349,1,1.2125,1.0,0.3375,18.7957185,8.8733935,3.8838815,5.6699,10
2220,0,1.025,0.7625,0.225,10.02154825,4.4508715,2.11203775,2.83495,7
1688,1,1.4125,1.1,0.4375,31.808139,11.1413535,5.6699,10.6310625,20
284,1,1.525,1.1875,0.4375,29.029888,11.5949455,7.3992195,9.128539,9
1659,2,1.4,1.125,0.4,29.01571325,12.1619355,7.597666,8.50485,10
920,0,0.975,0.775,0.2125,9.752228,5.1312595,1.97029025,2.2396105,7
1433,0,0.65,0.5,0.175,2.608154,1.0489315,0.56699,0.850485,6
3342,0,1.25,0.9375,0.35,15.57805025,7.030676,3.175144,4.49339575,7
3151,0,1.0875,0.85,0.2875,11.12717875,5.17378375,2.211261,3.24601775,6
734,2,1.6375,1.2875,0.3875,37.1094955,14.855138,9.808927,10.9145575,11
1812,1,1.925,1.5,0.5375,62.21297775,29.80949925,13.664459,16.556108,10
2392,2,1.5375,1.225,0.475,32.16250775,13.31009025,7.2858215,9.865626,11
2354,2,1.0125,0.7625,0.2375,9.87980075,4.12485225,2.53728025,2.83495,9
3851,1,1.425,1.15,0.425,25.61377325,11.55242125,5.48562825,6.066793,7
922,1,1.25,0.95,0.3375,16.54193325,6.50621025,3.58621175,5.10291,12
1402,0,1.4375,1.1,0.3125,24.13959925,12.91319725,4.86193925,5.57067675,9
3656,1,1.2625,0.975,0.2875,15.83319575,7.29999625,3.3735905,4.35164825,8
167,2,1.425,1.1125,0.3875,28.8314415,14.92601175,5.74077375,7.5126175,10
2469,2,1.3125,1.0375,0.375,20.00057225,9.3269855,4.1673765,5.6415505,10
2273,0,1.375,1.0375,0.3375,22.94892025,8.46232575,5.71242425,7.93786,12
3613,1,1.6,1.225,0.35,33.849303,12.60135275,6.747181,10.6310625,15
12,1,0.8625,0.6375,0.225,5.68407475,2.664853,0.83631025,1.7860185,9
1546,1,1.1375,0.8875,0.325,14.5999925,5.6699,3.61456125,4.9611625,11
617,2,0.95,0.725,0.2625,7.2858215,2.8066005,1.4458245,2.4097075,10
1092,2,1.3,1.075,0.375,20.638436,8.561549,4.46504625,6.6621325,11
90,1,1.2,0.9375,0.3625,22.0275615,6.123492,3.685435,4.819415,9
612,1,1.5,1.1875,0.425,32.07745925,14.401546,7.711064,8.7599955,10
3528,2,1.5625,1.2125,0.4125,34.74231225,14.38737125,8.391452,10.20582,10
1404,1,0.875,0.6625,0.225,6.39281225,2.82077525,1.37495075,1.984465,7
857,0,0.725,0.5375,0.15,3.16096925,1.5025235,0.52446575,0.907184,5
3207,1,1.425,1.1625,0.3125,24.0687255,10.73028575,5.00368675,6.80388,15
3588,1,1.2875,0.975,0.35,19.220961,9.6671795,3.75630875,3.3735905,8
777,0,1.375,1.0625,0.325,18.824068,7.64019025,4.6209685,5.953395,8
1638,1,1.175,0.9,0.3375,14.2030995,4.72019175,3.2601925,4.6776675,10
1986,1,1.55,1.175,0.3625,30.80173175,14.4865945,7.69688925,7.27164675,10
2352,1,1.65,1.275,0.45,35.7487195,14.17475,6.61960825,9.6104805,10
3433,0,0.5,0.375,0.1,1.304077,0.5953395,0.1984465,0.18427175,4
3687,2,1.625,1.1875,0.4125,39.33493125,16.44271,9.87980075,8.77417025,9
28,2,1.575,1.2875,0.4,37.874932,15.6772735,9.08601475,9.922325,11
1522,1,0.875,0.6625,0.225,5.5848515,2.0695135,1.03475675,2.1829115,7
1066,2,1.4875,1.175,0.4125,28.78891725,13.9196045,5.40057975,8.1930055,9
1911,1,1.35,1.0875,0.35,20.82270775,9.355335,4.52174525,6.0384435,9
2538,0,0.925,0.7,0.225,6.6054335,2.56562975,1.54504775,1.984465,11
74,1,1.125,0.8375,0.3125,12.68640125,6.13766675,3.572037,3.118445,6
515,1,1.325,1.0875,0.3875,19.8163005,8.164656,4.52174525,5.8116475,10
1309,1,1.675,1.275,0.45,47.62716,26.251637,8.43397625,11.15552825,13
2609,1,1.5625,1.2625,0.4375,32.0632845,15.37960375,6.42116175,9.1568885,8
2227,0,1.45,1.1125,0.425,33.395711,11.15552825,6.13766675,8.9300925,20
2002,1,1.4625,1.225,0.4625,33.1972645,14.798439,7.18659825,9.4970825,10
2157,1,1.625,1.2375,0.4,36.967748,16.159215,8.845044,10.56018875,9
1584,1,1.125,0.8875,0.3,11.21222725,4.1673765,2.16873675,4.1106775,9
1517,2,0.925,0.725,0.2875,7.087375,3.1467945,1.6159215,2.1262125,9
116,2,1.25,0.9625,0.2625,14.118051,5.08873525,3.10427025,4.819415,17
2341,0,0.9125,0.675,0.2125,5.8116475,2.211261,1.37495075,1.984465,7
1072,2,1.7375,1.3375,0.5,44.94813225,18.9091165,9.468733,13.3526145,11
2691,1,1.1625,0.875,0.35,16.31513725,5.71242425,4.26659975,5.386405,15
1799,2,1.0,0.8,0.275,10.0073735,3.98310475,2.79242575,2.83495,8
2820,0,1.375,1.0875,0.3125,21.0069795,9.865626,4.49339575,5.839997,9
3538,0,1.025,0.8125,0.2625,10.2341695,4.55009475,1.88524175,2.9199985,8
3248,0,1.0875,0.8125,0.25,9.695529,3.78465825,2.36718325,2.9766975,6
1600,1,1.4,1.075,0.3875,24.59319125,11.3398,4.876114,6.4920355,8
622,1,0.8375,0.6625,0.2625,6.293589,2.65067825,1.587572,2.1262125,7
3509,0,1.2,0.975,0.375,17.78931125,7.824462,3.798833,5.2446575,13
409,0,0.95,0.7125,0.2375,6.8889285,2.53728025,1.88524175,2.1262125,7
2684,1,1.7375,1.3625,0.4625,44.55123925,18.83824275,10.87203325,12.77144975,13
1623,1,1.3875,1.0625,0.375,24.7491135,13.11164375,5.23048275,5.57067675,9
115,1,0.675,0.4875,0.2,2.83495,1.09145575,0.55281525,0.850485,6
288,0,1.125,0.825,0.25,11.6516445,5.51397775,2.83495,2.778251,6
3662,1,1.4375,1.0,0.3875,26.43590875,10.21999475,6.93145275,8.50485,17
3239,2,1.3375,1.0625,0.3875,22.01338675,8.561549,4.43669675,7.087375,16
1181,1,1.2625,1.0,0.3375,20.4966885,10.6877615,4.2240755,5.046211,7
337,0,1.2,0.875,0.3375,15.49300175,7.75358825,2.82077525,4.479221,8
3382,2,1.175,0.9125,0.3,15.3937785,6.50621025,4.23825025,4.252425,9
2687,0,1.2625,0.975,0.375,19.4194075,10.262519,3.7137845,4.422522,8
3060,1,1.5,1.175,0.325,28.64716975,11.9918385,6.2085405,8.448151,9
46,1,1.25,1.025,0.375,18.767369,7.98038425,3.8838815,6.23689,11
747,0,1.05,0.7875,0.2875,10.0640725,5.37223025,1.8427175,2.4664065,6
3563,2,1.3,1.0625,0.3625,19.84465,5.8683465,5.40057975,6.80388,13
753,0,0.275,0.225,0.075,0.226796,0.07087375,0.056699,0.0850485,3
462,1,1.85,1.425,0.45,53.08443875,25.84056925,12.1052365,12.643877,10
1938,0,1.4875,1.175,0.3375,26.54930675,12.303683,5.216308,8.1363065,10
673,2,1.6,1.2875,0.5125,43.47395825,18.80989325,9.48290775,11.41067375,9
2712,0,1.425,1.125,0.3375,22.509503,10.81533425,4.01145425,6.9456275,8
1201,0,1.0875,0.825,0.275,10.77281,4.29494925,2.67902775,3.118445,7
3500,2,1.55,1.2,0.4,31.53881875,15.97494325,6.93145275,7.9662095,8
424,0,1.4,1.0875,0.325,22.0275615,10.035723,4.9044635,6.293589,9
325,2,1.425,1.1625,0.3875,27.45649075,12.643877,7.3992195,7.2291225,9
664,1,1.625,1.2625,0.475,36.117263,16.726205,6.520385,11.0846545,11
350,2,1.5625,1.25,0.4375,36.0889135,15.989118,8.561549,10.602713,9
447,2,1.45,1.0875,0.375,23.643483,12.133586,4.29494925,6.520385,8
709,1,1.0625,0.825,0.2,10.2341695,3.798833,2.33883375,3.5436875,7
3089,2,1.4625,1.125,0.4,30.5324115,14.16057525,8.15048125,7.087375,10
1924,0,0.7125,0.5625,0.175,2.84912475,1.20485375,0.52446575,0.9922325,7
1722,1,1.1125,0.875,0.35,16.74037975,5.74077375,4.479221,5.386405,14
1221,0,0.5375,0.375,0.1375,1.1623295,0.4252425,0.2551455,0.35436875,3
3275,1,1.7375,1.2875,0.4375,42.99201675,16.386011,11.63746975,11.056305,15
1149,0,1.3375,1.125,0.3375,20.638436,8.06543275,5.23048275,7.5126175,9
387,0,1.0125,0.7625,0.2625,10.27669375,4.43669675,1.99863975,3.5436875,10
1369,2,1.375,1.0625,0.35,26.988724,13.87708025,5.51397775,6.19436575,7
1337,0,1.025,0.8125,0.275,9.241937,3.75630875,2.1262125,2.8632995,8
754,1,1.5125,1.1875,0.475,31.90736225,16.726205,7.0023265,7.37087,10
2186,1,1.25,1.0125,0.3875,21.885814,9.808927,4.35164825,6.9456275,12
451,0,1.0,0.7875,0.225,9.19941275,4.2807745,2.0695135,2.494756,8
1194,1,1.025,0.75,0.25,8.5331995,3.515338,1.9561155,2.551455,9
699,0,1.3375,0.9625,0.45,30.71668325,14.04717725,6.50621025,8.618248,8
2247,2,1.55,1.2,0.425,31.31202275,15.1669825,7.087375,8.1363065,10
1608,1,1.575,1.2375,0.4,30.9860035,14.0897015,6.2652395,8.9300925,12
830,2,1.6375,1.3,0.5,43.87085125,20.2131935,8.901743,13.210867,9
3150,0,1.2,0.925,0.3125,13.437663,5.0745605,2.93417325,4.9611625,9
950,1,1.5625,1.2375,0.4375,35.550273,16.48523425,8.107957,9.02931575,9
3067,2,1.2,0.95,0.3625,16.726205,6.577084,3.9972795,6.520385,12
3448,1,1.2875,1.0125,0.325,20.468339,9.07184,3.7137845,5.953395,10
2444,0,1.475,1.1875,0.3625,27.62658775,13.25339125,5.8683465,7.3425205,10
1734,0,1.375,1.0625,0.3375,20.70930975,9.42620875,4.37999775,6.0951425,9
1413,2,1.5375,1.2,0.4,35.50774875,16.5844575,7.35669525,9.355335,8
1409,1,1.6,1.2375,0.4125,37.0527965,19.220961,8.278054,7.540967,11
3866,1,1.4,1.025,0.4125,26.365035,9.93649975,6.7188315,8.50485,13
3446,1,1.5625,1.2,0.4,35.19590425,18.63979625,7.44174375,7.89533575,9
1177,0,0.325,0.2375,0.0875,0.29766975,0.1417475,0.18427175,0.09922325,4
3885,2,1.1875,0.95,0.3375,13.777857,4.91863825,1.984465,5.2446575,7
2006,0,1.3625,0.9375,0.3,15.3937785,6.73300625,3.27436725,4.89028875,8
1253,2,1.075,0.875,0.225,11.2547515,4.46504625,2.5231055,3.40194,9
2477,2,1.6125,1.2125,0.375,32.6302745,16.82542825,6.56290925,8.3064035,12
21,2,1.625,1.3125,0.475,39.2640575,25.16018125,8.77417025,11.4815475,11
1305,2,1.2875,0.9875,0.4125,21.44639675,5.40057975,4.819415,9.08601475,10
2814,0,1.55,1.175,0.35,24.28134675,10.19164525,4.53592,8.3631025,9
2440,2,1.3875,1.1125,0.4375,32.50270175,15.6205745,6.917278,7.89533575,8
2298,1,0.9875,0.7625,0.2625,7.994559,2.76407625,1.8427175,2.721552,9
3355,1,1.625,1.2875,0.3125,33.46658475,14.84096325,8.0229085,9.28446125,9
3107,0,1.2375,0.95,0.3625,14.5999925,4.9611625,2.778251,6.010094,13
671,1,1.55,1.2125,0.4125,32.10580875,14.84096325,7.10154975,8.00873375,9
3654,1,1.3875,1.0625,0.325,21.72989175,7.484268,4.762716,7.7961125,13
1941,0,0.925,0.7,0.2375,7.52679225,3.458639,1.474174,2.26796,7
845,1,0.775,0.5625,0.1875,3.67126025,1.28990225,0.94970825,1.247378,9
694,0,0.675,0.4875,0.15,2.0695135,0.80796075,0.66621325,0.850485,5
3214,0,1.0125,0.7875,0.2625,9.8372765,4.55009475,2.22543575,2.83495,9
1353,2,1.1125,0.8125,0.3125,12.8990225,5.06038575,3.18931875,3.96893,9
1133,1,1.3375,1.025,0.375,22.97726975,9.7805775,5.3013565,6.80388,11
869,2,1.1,0.85,0.2625,10.319218,4.195726,2.28213475,3.33106625,8
604,2,1.5125,1.25,0.4625,31.70891575,13.2959155,7.32834575,9.4970825,9
834,2,1.3875,1.1,0.3875,28.803092,13.99047825,5.25883225,7.4559185,10
3188,2,1.525,1.2125,0.525,38.11590275,15.1669825,6.25106475,14.5999925,20
627,0,0.9375,0.6875,0.225,6.180191,2.6365035,1.14815475,2.14038725,6
902,2,1.325,1.0125,0.325,18.01610725,7.47009325,4.43669675,5.2446575,9
2904,2,1.8375,1.4125,0.5625,57.7479315,24.664065,14.58581775,16.08834125,13
1747,2,1.1,0.85,0.325,11.89261525,4.3374735,3.27436725,3.685435,10
2748,0,1.1875,0.85,0.2625,12.85649825,5.7549485,2.26796,4.15320175,9
2051,0,1.1,0.85,0.2625,10.4609655,4.649318,2.26796,2.87747425,5
2757,2,1.4375,1.175,0.3875,31.638042,14.4298955,6.747181,9.63883,10
3853,0,1.5625,1.1625,0.3875,27.555714,11.453198,5.23048275,9.922325,14
321,0,0.9375,0.75,0.1875,4.082328,1.6726205,0.850485,1.247378,7
3192,1,1.5375,1.1875,0.4375,34.699788,17.10892325,7.3992195,8.8166945,9
696,0,0.5,0.3625,0.125,1.020582,0.35436875,0.226796,0.3118445,4
1179,0,1.35,1.0125,0.375,21.50309575,8.7032965,5.88252125,5.386405,10
2778,0,0.4,0.275,0.0625,0.510291,0.18427175,0.15592225,0.1417475,3
624,2,0.6875,0.4875,0.175,2.26796,0.8788345,0.60951425,0.7087375,5
3611,0,0.875,0.65,0.2375,6.2652395,2.79242575,1.2190285,1.984465,8
2173,1,1.7375,1.35,0.4875,47.9390045,21.772416,10.2908685,13.48018725,11
1011,1,1.2875,0.9875,0.3375,28.5479465,13.380964,7.07320025,7.144074,8
1480,2,1.675,1.2625,0.4375,28.76056775,12.40290625,7.6827145,10.61688775,10
1090,1,1.2625,0.9875,0.3125,18.0019325,8.221355,4.40834725,4.9611625,9
848,0,1.0125,0.775,0.225,8.845044,3.912231,1.70097,2.4664065,8
3265,2,1.2625,1.0625,0.35,24.097075,7.7961125,4.60679375,8.0796075,19
780,2,1.7375,1.3375,0.4375,38.5836695,15.49300175,7.98038425,13.1825175,10
605,1,1.4875,1.125,0.3625,27.1871705,13.1258185,5.85417175,7.18659825,10
174,1,1.1875,0.9375,0.3,15.9607685,7.15824875,3.41611475,5.2446575,10
1202,1,1.6875,1.2875,0.3625,35.8621175,17.08057375,8.4765005,9.2135875,10
2269,2,1.45,1.0625,0.375,23.926978,10.33339275,5.2446575,7.66853975,9
2463,1,1.15,0.85,0.3375,14.0330025,4.69184225,3.3168915,5.2446575,10
100,2,1.375,1.075,0.3125,26.1665885,11.43902325,4.9611625,8.0229085,8
1243,2,0.9625,0.7625,0.3125,8.901743,4.139027,1.57339725,2.26796,10
741,2,1.5375,1.3,0.375,38.08755325,17.8318355,7.38504475,9.7805775,10
334,0,1.25,0.95,0.3125,14.7133905,7.04485075,3.21766825,3.798833,8
2908,2,1.4625,1.125,0.3625,27.88173325,13.73533275,6.860579,6.23689,9
3543,1,1.2875,1.0125,0.35,24.11124975,8.845044,4.139027,8.9300925,17
2882,2,1.525,1.175,0.4125,33.40988575,16.045817,7.89533575,8.334753,11
1705,0,0.6875,0.5,0.1625,2.93417325,1.34660125,0.58116475,0.850485,7
2881,1,0.875,0.6625,0.225,6.42116175,2.82077525,1.63009625,1.8427175,6
594,1,0.9125,0.7125,0.2125,6.25106475,2.42388225,1.45999925,1.984465,9
2987,2,1.5375,1.175,0.4375,36.81182575,14.55746825,9.7238785,9.07184,14
1333,0,1.3375,1.1375,0.35,28.39202425,15.025235,5.00368675,6.917278,9
2214,0,1.1625,0.925,0.275,12.6155275,4.63514325,2.721552,4.706017,7
3770,0,1.2375,0.9625,0.3125,16.5844575,7.81028725,3.50116325,4.6776675,8
1551,2,1.775,1.425,0.4875,56.14618475,28.13687875,13.96212875,13.60776,12
3253,2,1.35,1.05,0.35,22.77882325,10.77281,5.11708475,5.953395,9
1542,2,1.8,1.475,0.5125,49.59745025,21.98503725,11.97766375,13.60776,11
3308,1,1.1875,0.8875,0.3,13.60776,6.633783,2.87747425,3.8271825,8
327,2,1.4375,1.15,0.375,26.2799865,9.4403835,5.8683465,8.46232575,9
1933,2,1.6375,1.275,0.4375,40.1145425,16.68368075,10.56018875,10.319218,10
640,0,0.95,0.6875,0.25,6.39281225,2.26796,1.3891255,2.4097075,10
2152,1,1.4625,1.275,0.4,34.529691,18.1153305,6.8322295,8.50485,11
2042,0,0.5,0.3875,0.1,1.23320325,0.43941725,0.2551455,0.1984465,4
2863,1,1.5625,1.225,0.4125,33.55163325,14.6566915,6.73300625,11.056305,11
1468,1,1.25,0.925,0.375,30.09299425,14.004653,6.3219385,8.391452,9
1838,2,1.525,1.175,0.4875,36.10308825,13.2959155,9.39785925,11.283101,12
3046,1,1.45,1.1625,0.4,29.32755775,8.9300925,7.37087,10.30504325,12
3123,2,1.3,1.0375,0.3625,22.80717275,9.42620875,4.89028875,8.0796075,10
3777,0,0.9,0.6625,0.2125,5.28718175,1.91359125,1.0489315,1.74349425,7
460,0,0.875,0.7,0.1875,5.556502,2.324659,1.13398,1.814368,8
1046,2,1.3,1.0,0.3125,19.46193175,8.3631025,4.86193925,5.2446575,9
1398,2,1.5625,1.2375,0.4,34.983283,17.95940825,5.443104,9.922325,13
1562,1,1.2625,1.0,0.3125,21.829115,7.75358825,4.5075705,7.2291225,13
1975,0,0.525,0.425,0.1125,1.34660125,0.5386405,0.3118445,0.3685435,5
2633,0,0.6875,0.4375,0.225,6.56290925,2.721552,1.6159215,1.99863975,5
419,0,0.9,0.675,0.225,6.577084,3.40194,1.23320325,1.587572,8
738,0,1.375,1.0625,0.375,22.849697,10.659412,4.8477645,6.9456275,14
1879,0,0.675,0.4875,0.175,2.891649,1.2757275,0.38271825,0.963883,8
1389,2,1.7625,1.3625,0.425,44.79221,18.24290325,12.94154675,7.5126175,11
1438,1,1.575,1.2,0.375,33.40988575,14.69921575,7.030676,9.17106325,8
497,1,1.3625,1.125,0.375,27.725811,9.53960675,5.40057975,8.50485,11
2750,2,1.525,1.125,0.4,32.205032,11.736693,8.8166945,8.50485,9
375,0,1.025,0.75,0.225,7.93786,3.9972795,1.63009625,2.1262125,8
975,2,1.6,1.2125,0.3625,32.13415825,15.66309875,7.10154975,8.54737425,11
1209,2,1.325,1.0625,0.325,21.50309575,9.2135875,5.5848515,5.8116475,8
3434,0,1.1625,0.8625,0.2625,11.38232425,6.860579,0.97805775,3.0900955,6
404,0,0.5875,0.425,0.1625,1.77184375,0.6520385,0.396893,0.623689,6
2467,1,1.1625,0.9,0.3125,12.37455675,4.7910655,3.04757125,4.1106775,11
1425,0,1.3,1.0625,0.425,19.29183475,7.93786,4.932813,5.5281525,10
93,0,1.0125,0.775,0.1625,9.08601475,4.46504625,1.871067,2.494756,6
3204,1,1.475,1.1125,0.35,26.3933845,10.092422,6.633783,7.93786,12
1769,1,1.3,1.0625,0.3125,22.396105,10.546014,5.8116475,5.386405,8
2221,2,1.45,1.1375,0.4125,32.21920675,10.4609655,8.51902475,7.7961125,13
2738,1,1.6125,1.2875,0.4625,41.40444475,16.54193325,8.94426725,11.623295,19
1849,1,1.3,1.125,0.375,25.3728025,10.24834425,5.273007,6.6621325,14
827,2,1.125,0.8125,0.3375,12.417081,5.11708475,3.30271675,3.118445,9
428,0,1.375,1.05,0.2875,18.937466,8.29222875,3.8838815,5.9250455,11
1889,1,1.175,0.9125,0.3,17.349894,9.2702865,4.252425,3.96893,8
3349,2,0.875,0.6875,0.1625,5.8116475,2.11203775,1.31825175,1.984465,10
3187,1,1.2875,1.0,0.35,20.87940675,8.37727725,5.216308,5.2446575,16
3615,1,1.7375,1.375,0.4875,47.18774275,20.6100865,10.20582,12.6155275,11
2766,0,0.7375,0.575,0.2,4.60679375,1.8427175,1.417475,1.09145575,5
282,2,1.525,1.2125,0.45,36.27318525,16.25843825,8.09378225,10.0640725,7
2899,1,1.3375,1.0875,0.375,20.3265915,9.85145125,4.09650275,5.499803,9
3168,0,0.625,0.45,0.15,2.0695135,0.793786,0.4819415,0.63786375,5
343,0,0.75,0.575,0.2125,3.3168915,1.417475,0.49611625,1.17650425,6
2683,1,1.6,1.2875,0.4125,38.8104655,17.916884,9.68135425,10.149121,10
2786,0,1.35,1.0625,0.325,23.11901725,10.41844125,3.86970675,6.973977,11
2547,0,0.4375,0.3125,0.125,0.66621325,0.226796,0.09922325,0.226796,5
3146,0,0.9,0.65,0.2,5.08873525,2.097863,0.89300925,1.70097,5
1113,1,1.4625,1.15,0.375,34.189497,16.4710595,6.123492,9.1568885,10
1574,1,1.05,0.8125,0.2875,8.17883075,2.83495,1.6159215,3.21766825,15
691,1,1.8,1.4375,0.5375,61.6034635,26.97454925,15.989118,15.20950675,12
0,2,1.4375,1.175,0.4125,24.6357155,12.3320325,5.5848515,6.747181,9
1582,0,1.075,0.8125,0.25,10.33339275,4.46504625,2.33883375,2.9766975,7
1707,1,1.15,0.9375,0.35,14.47241975,5.443104,2.96252275,5.8116475,9
1416,2,0.8375,0.55,0.175,4.819415,2.154562,1.03475675,1.417475,6
2021,2,1.575,1.2375,0.4125,37.06697125,16.9813505,8.051258,8.9300925,11
3221,1,1.475,1.15,0.35,28.462898,14.061352,6.13766675,7.37087,9
2003,0,0.8625,0.6375,0.2375,5.51397775,2.62232875,1.0489315,1.5592225,6
1993,0,0.9875,0.75,0.3,8.49067525,3.58621175,1.927766,2.53728025,8
2974,1,1.6,1.4375,0.4375,41.34774575,17.7184375,7.540967,12.45960525,11
1131,0,0.9125,0.675,0.1875,6.27941425,2.6932025,1.26155275,1.984465,6
2304,0,1.225,0.975,0.3,14.4865945,6.25106475,2.9199985,4.94698775,9
1247,0,0.825,0.6125,0.1625,4.09650275,1.644271,0.907184,1.43164975,6
3463,0,1.2875,0.9375,0.35,18.44134975,7.07320025,3.9972795,6.27941425,10
2375,2,1.4375,1.125,0.4,30.277266,15.762322,6.066793,7.29999625,10
2150,1,1.45,1.175,0.4125,28.27862625,11.15552825,6.860579,9.355335,10
2261,2,1.475,1.1125,0.325,32.10580875,10.84368375,6.633783,9.07184,13
3886,2,1.325,1.025,0.3625,23.40251225,10.6310625,5.783298,6.9456275,9
1159,2,1.2125,0.975,0.25,15.77649675,6.27941425,3.27436725,5.2446575,9
2900,2,1.4,1.1,0.3375,22.75047375,9.922325,4.57844425,7.3425205,9
246,1,1.2625,0.9625,0.375,18.18620425,6.973977,4.309124,6.0951425,12
3863,0,0.875,0.625,0.25,11.38232425,4.89028875,1.7860185,3.55786225,7
3499,0,0.875,0.675,0.225,5.82582225,2.1262125,1.63009625,1.757669,6
2685,2,1.5875,1.3,0.4125,38.00250475,14.35902175,8.391452,11.679994,11
1671,2,1.725,1.375,0.5,44.4803655,19.4761065,10.41844125,13.04077,12
929,0,1.25,0.9625,0.3,14.628342,5.5848515,3.69960975,4.6776675,8
3565,0,1.3875,1.0875,0.35,21.6873675,11.18387775,4.252425,5.839997,8
1461,2,1.3375,1.025,0.325,20.25571775,9.4970825,4.082328,5.88252125,9
3273,0,1.0125,0.775,0.275,25.798045,11.793392,5.88252125,2.82077525,8
1971,1,1.175,0.925,0.3375,15.5071765,6.293589,3.75630875,4.819415,12
365,0,0.7125,0.5375,0.15,2.65067825,0.8788345,0.6520385,0.850485,6
2296,0,1.2,0.875,0.2625,18.0019325,9.979024,3.6003865,3.8271825,6
736,2,1.45,1.1,0.4375,30.4190135,11.35397475,6.64795775,9.4970825,19
26,1,1.3375,1.075,0.35,20.31241675,8.09378225,4.52174525,6.10931725,8
2884,0,1.325,1.0,0.3125,17.4916415,7.9095105,3.6003865,5.386405,8
1441,1,1.4125,1.0875,0.4625,27.82503425,9.3269855,3.855532,11.056305,13
3704,2,1.4,1.075,0.375,25.01843375,9.82310175,4.876114,8.788345,9
680,1,1.575,1.275,0.4375,38.03085425,18.63979625,7.427569,10.6310625,10
